hospital_fns_id;hospital_name_x;hospital_id;region_id;hospital_name_y;hospital_alternative_name;latitud;longitud;codigo;name_hospital
2507;Hospital Sanatorio El Peral;113170;13.0;Hospital Psiquiátrico El Peral (Santiago, Puente Alto);Hospital Sanatorio El Peral;-335.876;-705.704;113170.0;Hospital Psiquiátrico El Peral (Santiago, Puente Alto)
2508;Hospital Sanatorio El Pino;113180;13.0;Hospital El Pino (Santiago, San Bernardo);Hospital Sanatorio El Pino;-336.091;-707.018;113180.0;Hospital El Pino (Santiago, San Bernardo)
2603;Centro De Diagnóstico Terapéutico;0;;;;;;;
2604;Hospital de Til Til;109104;13.0;Hospital de Til Til;Hospital de Til Til;-331.383;-708.035;109104.0;Hospital de Til Til
2605;Hospital Roberto del Río;109101;13.0;Hospital Clínico de Niños Dr. Roberto del Río (Santiago, Independencia);Hospital Roberto del Río;-334.164;-706.522;109101.0;Hospital Clínico de Niños Dr Roberto del Río (Santiago, Independencia)
2606;Hospital San José;109100;13.0;Complejo Hospitalario San José (Santiago, Independencia);Hospital San José;-334.074;-706.415;109100.0;Complejo Hospitalario San José (Santiago, Independencia)
2607;Instituto Nacional del Cáncer;109103;13.0;Instituto Nacional del Cáncer Dr. Caupolicán Pardo Correa (Santiago, Recoleta);Instituto Nacional del Cáncer;-333.986;-706.413;109103.0;Instituto Nacional del Cáncer Dr Caupolicán Pardo Correa (Santiago, Recoleta)
2608;Instituto Psiquiátrico;109102;13.0;Instituto Psiquiátrico Dr. José Horwitz Barak (Santiago, Recoleta);Instituto Psiquiátrico;-334.032;-706.418;109102.0;Instituto Psiquiátrico Dr José Horwitz Barak (Santiago, Recoleta)
2703;Centro de Referencia Salud Occidente Salvador Allende;0;;;;;;;
2704;Hospital de Curacaví;110160;13.0;Hospital de Curacaví;Hospital de Curacaví;-333.961;-711.549;110160.0;Hospital de Curacaví
2705;Hospital de Melipilla;110150;13.0;Hospital San José (Melipilla);Hospital de Melipilla;-336.864;-712.145;110150.0;Hospital San José (Melipilla)
2706;Hospital de Peñaflor;110140;13.0;Hospital de Peñaflor;Hospital de Peñaflor;-336.051;-708.789;110140.0;Hospital de Peñaflor
2707;Hospital de Talagante;110130;13.0;Hospital Adalberto Steeger (Talagante);Hospital de Talagante;-336.727;-709.278;110130.0;Hospital Adalberto Steeger (Talagante)
2708;Hospital Félix Bulnes;110120;13.0;Hospital Dr. Félix Bulnes Cerda (Santiago, Quinta Normal);Hospital Félix Bulnes;-334.358;-706.867;110120.0;Hospital Dr Félix Bulnes Cerda (Santiago, Quinta Normal)
2709;Hospital San Juan de Dios;110100;13.0;Hospital San Juan de Dios (Santiago, Santiago);Hospital San Juan de Dios;-334.378;-706.632;110100.0;Hospital San Juan de Dios (Santiago, Santiago)
27010;Instituto Traumatológico;110110;13.0;Instituto Traumatológico Dr. Teodoro Gebauer;Instituto Traumatológico;-334.413;-706.638;110110.0;Instituto Traumatológico Dr Teodoro Gebauer
2803;Hospital Metropolitano;0;;;;;;;
2804;Centro de Referencia de Salud;0;;;;;;;
2805;Hospital Sotero del Río;114101;13.0;Complejo Hospitalario Dr. Sótero del Río (Santiago, Puente Alto);Hospital Sotero del Río;-335.847;-705.782;114101.0;Complejo Hospitalario Dr Sótero del Río (Santiago, Puente Alto)
2806;Hospital San José de Maipo;114102;13.0;Hospital San José de Maipo;Hospital San José de Maipo;-336.764;-703.508;114102.0;Hospital San José de Maipo
2807;Hospital La Florida;114105;13.0;Hospital Clínico Metropolitano La Florida Dra. Eloisa Díaz Inzunza;Hospital La Florida;-335.208;-705.994;114105.0;Hospital Clinico Metropolitano La Florida
3001;Hospital Padre Alberto Hurtado;114103;13.0;Hospital Padre Alberto Hurtado (San Ramón);Hospital Padre Alberto Hurtado;-335.119;-706.446;114103.0;Hospital Padre Alberto Hurtado (San Ramón)
3101;Centro de Referencia de Salud Maipú;111351;13.0;Centro de Referencia de Salud de Maipú;Centro de Referencia de Salud Maipú;-335.116;-707.603;111351.0;Centro de Referencia de Salud de Maipú
3201;Centro de Referencia de Salud Cordillera Peñalolén Cordillera Oriente;0;;;;;;;
3302;Hospital Castro;133150;10.0;Hospital de Castro;Hospital Castro;-424.794;-737.659;133150.0;Hospital de Castro
3303;Hospital Quellón;133165;10.0;Hospital de Quellón;Hospital Quellón;-431.171;-736.256;133165.0;Hospital de Quellón
3304;Hospital Achao;133160;10.0;Hospital Comunitario de Achao;Hospital Achao;-424.806;-734.826;133160.0;Hospital de Achao
3305;Hospital Queilen;133170;10.0;Hospital de Queilén;Hospital Queilen;-428.825;-734.697;;
3306;Hospital Ancud;133155;10.0;Hospital de Ancud;Hospital Ancud;-418.703;-738.222;133155.0;Hospital de Ancud
